Date,Open,High,Low
2023/10/10,2600.83641234941,2611.53744116402,2575.05666111423
2023/10/11,2612.0238867958,2615.9151700536,2585.27131439845
2023/10/12,2598.40414031926,2643.15389339102,2595.97208852188
2023/10/13,2607.64612594327,2638.77639120355,2597.43150765474
2023/10/16,2622.23824793357,2654.34133165896,2600.34978175716
2023/10/17,2658.23274563931,2691.79506209844,2638.28991991723
2023/10/18,2697.14545895822,2729.24854287008,2690.33571388601
2023/10/19,2689.84934261717,2711.25139886946,2647.04523011259
2023/10/20,2623.21115425333,2695.68630018023,2621.26551275194
2023/10/23,2650.93649282368,2666.01521415901,2622.23828125
2023/10/24,2643.64037405867,2650.45011927244,2540.03496473493
2023/10/25,2632.93919639053,2676.71612742233,2628.07509294255
2023/10/26,2607.15961444843,2639.74910962903,2579.43422302612
2023/10/27,2614.45587887596,2668.93384323579,2597.43151501351
2023/10/30,2626.61607013081,2636.34427779796,2588.18964984556
2023/10/31,2626.12962298774,2638.28988240146,2554.62729763504
2023/11/01,2704.44155706633,2753.08259226536,2641.20821130758
2023/11/02,2704.44149347762,2724.87072778087,2658.23251112503
2023/11/06,2749.67796990239,2798.80541992187,2748.21873871369
2023/11/07,2796.85968740702,2821.18020642795,2751.13711164767
2023/11/08,2741.40889151278,2755.51479248046,2648.99091965554
2023/11/09,2696.6592405582,2716.11565643524,2641.20845530862
2023/11/10,2691.30860553729,2740.9224637995,2681.5803980349
2023/11/13,2757.94681640625,2777.4032313368,2728.76219401041
2023/11/14,2772.53927261571,2784.21312218462,2743.35464869344
2023/11/15,2793.45494048351,2799.77827571358,2768.16159956323
2023/11/16,2776.916784235,2793.45473670723,2738.00395488856
2023/11/17,2728.76219550108,2781.29451584227,2725.8437332599
2023/11/20,2782.26756897687,2795.88706057326,2699.09138815606
2023/11/21,2699.57761407119,2699.57761407119,2608.61887284032
2023/11/22,2601.32271191913,2640.23554231433,2592.5673250802
2023/11/24,2657.25987132194,2657.7462816956,2623.69755553918
2023/11/27,2631.96648080331,2637.80340517397,2609.10519368489
2023/11/28,2631.48027460327,2651.90951148559,2600.8364192798
2023/11/29,2617.86079532156,2640.23567391406,2588.67617107049
2023/11/30,2577.97485713788,2622.724609375,2556.57280172014
2023/12/01,2637.80360982875,2654.82797389735,2627.58899138759
2023/12/04,2621.75197107583,2621.75197107583,2566.78759765625
2023/12/05,2559.49125906204,2571.16510745001,2522.03766215065
2023/12/06,2538.57560523159,2587.70305036062,2530.30662931878
2023/12/07,2556.57279696505,2561.43690046004,2517.17355865566
2023/12/08,2511.3367906075,2511.82320098725,2433.99754022854
2023/12/11,2508.90479569,2548.30403734391,2500.63581904658
2023/12/12,2575.05656560604,2577.48861751916,2526.41552734375
2023/12/13,2521.06500003937,2536.63013220245,2508.90474053696
2023/12/14,2505.01355831007,2521.55151189892,2463.18226393829
2023/12/15,2509.87755511297,2522.52422496431,2483.61139465248
2023/12/18,2470.96475884822,2479.23373540342,2444.21218764022
2023/12/19,2452.4811252498,2509.87754983915,2437.88881391353
2023/12/20,2507.44544079719,2544.41262867315,2504.04056822966
2023/12/21,2493.3396632776,2506.4727438294,2484.58427624307
2023/12/22,2513.76892331126,2538.57585347552,2512.7961025205
2023/12/25,2551.70885134365,2556.08654475998,2525.92910122523
2023/12/26,2537.11668029167,2548.79053004761,2523.01077850324
2023/12/27,2562.40971227439,2584.29817792593,2561.92330192657
2023/12/28,2568.24687118257,2591.59457001151,2562.89635686761
2023/12/29,2585.27117373854,2609.10528239577,2559.97783393903
2024/01/04,2578.46141634084,2629.04809570312,2542.46704833306
2024/01/05,2647.53173828125,2680.60764462024,2636.83070975981
2024/01/09,2674.28432567684,2687.90381660426,2619.3199515769
2024/01/10,2646.07229974072,2679.14820348748,2641.20819624855
2024/01/11,2717.08836698439,2786.64505092259,2709.79221132654
2024/01/12,2809.50639290012,2832.85409145607,2791.99561898315
2024/01/15,2829.44929211184,2879.06315282963,2819.23467372876
2024/01/16,2894.14171764289,2910.19325994243,2870.79401975267
2024/01/17,2870.79406258528,2973.91306313901,2863.01149650576
2024/01/18,2903.86980002118,2928.1903176093,2852.31030273437
2024/01/19,2900.95152460944,2922.35358146437,2863.4979251133
2024/01/22,2886.84558428103,2908.73405122166,2860.57942395227
2024/01/23,2923.32630843936,2958.34785489654,2882.46783757265
2024/01/24,2918.46224156821,2918.46224156821,2862.52504860482
2024/01/25,2863.0114382848,2890.7368293793,2860.57938643441
2024/01/26,2869.82121064131,2869.82121064131,2822.63940429687
2024/01/29,2822.15298248136,2882.46786869778,2822.15298248136
2024/01/30,2867.38920556245,2897.54664928508,2841.60945528343
2024/01/31,2858.14716850309,2935.00000250981,2853.28306508495
2024/02/01,2908.24756866223,2976.34501967623,2906.78833756907
2024/02/02,2967.10316165032,2967.10316165032,2843.55493164062
2024/02/05,2869.33479496894,2876.63095057575,2803.18298413392
2024/02/06,2827.01723915429,2838.20467833195,2784.21312403978
2024/02/07,2772.53926316352,2866.41646979345,2768.16156959011
2024/02/08,2853.283203125,2854.25602385569,2801.72370439822
2024/02/09,2845.98713230639,2881.00867965318,2817.77533027703
2024/02/13,2864.95707825844,2976.83146331777,2852.79681901286
2024/02/14,2950.56515372365,2972.45361925572,2903.86976058855
2024/02/15,2942.78279447587,2980.23639367829,2936.94586992484
2024/02/16,2990.45090712636,3087.7329795768,2986.07321386609
2024/02/19,3062.92616283219,3167.50439453125,3060.98052131221
2024/02/20,3171.39563812303,3188.90641158506,3084.81459156078
2024/02/21,3102.81177278809,3131.50998482673,3075.08638149652
2024/02/22,3119.34977986384,3176.25979455962,3113.51285527966
2024/02/26,3234.62895811599,3262.84075955519,3188.90638336968
2024/02/27,3233.65613214921,3258.46306096083,3191.33843005881
2024/02/28,3214.19951537433,3244.35695634788,3178.69156067966
2024/02/29,3209.33573303734,3217.60470961534,3172.85495401676
2024/03/01,3187.44704846967,3292.02527453727,3183.55576563925
2024/03/04,3291.53919594219,3291.53919594219,3235.11558921405
2024/03/05,3233.16969521392,3329.96535782075,3212.74045988987
2024/03/06,3329.96549127509,3337.74805742472,3277.43316976505
2024/03/07,3337.74798663626,3370.33748169669,3280.3515625
2024/03/08,3269.16410835309,3329.47899444679,3262.84077352068
2024/03/11,3246.78944409606,3252.13995853577,3121.29555996471
2024/03/12,3123.72732016175,3125.18655123626,2998.23344775413
2024/03/13,3097.46118943566,3100.37965161164,3026.93168684958
2024/03/14,3058.06195762333,3088.70581054687,3018.17630778635
2024/03/15,3089.67857828826,3202.52578076982,3080.92319188882
2024/03/18,3205.44445020045,3244.84369154586,3192.79778013896
2024/03/19,3232.68348432133,3294.45760447011,3218.09117247516
2024/03/21,3375.68784594602,3462.7552990331,3348.44886620928
2024/03/22,3466.64671293436,3489.50800036356,3444.75824624682
2024/03/25,3486.5897219882,3498.74998190027,3458.86432938869
2024/03/26,3472.96993435934,3473.94275506925,3430.65223347849
2024/03/27,3489.50801604757,3535.23059111148,3454.00005881709
2024/03/28,3456.80100358678,3505.04459492137,3447.4476542464
2024/03/29,3486.83014862935,3514.89019641586,3472.06170242592
2024/04/01,3491.26067152634,3505.53683614482,3382.95873304132
2024/04/02,3445.97099867665,3466.15454309747,3385.91264698542
2024/04/03,3380.98979349695,3422.83372658479,3314.03950055642
2024/04/04,3496.1835977523,3520.79767546106,3476.00005403112
2024/04/05,3476.00003604621,3493.2298903532,3439.57120122573
2024/04/08,3534.58152933636,3600.05497549259,3506.02919943364
2024/04/09,3618.26948582697,3709.34157492602,3609.90069926111
2024/04/10,3642.88344231687,3645.34485004816,3602.51635552363
2024/04/11,3613.83897704746,3655.19062860338,3605.47019042305
2024/04/12,3657.65194952319,3673.40495926542,3610.88520185096
2024/04/15,3633.53020277725,3696.04996104208,3613.83894033163
2024/04/16,3657.65196820127,3674.38954113786,3521.28997692378
2024/04/17,3538.02747486191,3552.30363971108,3455.32417504602
2024/04/18,3448.43231047817,3565.59532116965,3439.57124244268
2024/04/19,3537.04299701891,3550.33459909539,3456.30882144325
2024/04/22,3541.47352646883,3600.05503184133,3520.30541948549
2024/04/23,3627.13055178993,3649.28322209809,3575.93326929995
2024/04/24,3627.13056737698,3715.74124899043,3616.30037295756
2024/04/25,3682.26605361859,3725.58683071999,3624.17682977809
2024/04/26,3650.26780512155,3713.27984545271,3633.0379503435
2024/04/30,3766.44619705034,3836.84245978439,3743.30896384404
2024/05/01,3774.32275300178,3860.96430830742,3716.23352842187
2024/05/02,3765.95387150263,3826.50450237777,3737.89382304829
2024/05/07,3853.58007282924,3900.83910284861,3765.95395466833
2024/05/08,3817.64338356537,3845.70343164573,3758.56959813302
2024/05/09,3834.87340519474,3871.79452270303,3807.79791902199
2024/05/10,3861.45642528299,3962.86642319327,3854.07220213418
2024/05/13,3852.10311370431,3890.00879290625,3838.31923035814
2024/05/14,3866.87161208608,3894.43937914869,3795.4907866561
2024/05/15,3835.85790603415,3884.59378035363,3829.95052732876
2024/05/16,3866.87165395585,3877.20956671627,3815.67437171378
2024/05/17,3857.51834510895,3927.422327371,3848.65727693488
2024/05/20,3948.09798992875,4036.21638646207,3947.60570838387
2024/05/21,4041.63158729847,4114.4892578125,4036.70877172319
2024/05/22,4114.48918109274,4117.93515193118,4042.12379348558
2024/05/23,4052.46187819265,4055.90784917751,3948.09818550839
2024/05/24,3928.40680231813,4043.10840444095,3900.34675373014
2024/05/27,4012.0946525078,4048.52348738947,3976.65038073105
2024/05/28,4008.64860196268,4026.86301904147,3984.03452482917
2024/05/29,4019.97116936851,4046.06209172664,3968.28160620616
2024/05/30,3906.25419474608,3906.25419474608,3836.84249449918
2024/05/31,3893.94699422149,3949.08252688303,3890.50102343014
2024/06/03,3986.49611599681,4018.00213617757,3956.95922207734
2024/06/04,3919.54582587789,3942.19077789879,3847.18043572416
2024/06/05,3795.98302611431,3810.25919104199,3721.64851218055
2024/06/06,3813.70516974566,3820.59711144909,3752.16997596507
2024/06/07,3751.18553607372,3788.10665355476,3742.32446787827
2024/06/10,3770.87670100675,3804.35184665537,3768.90757479212
2024/06/11,3810.25917866559,3822.07393580873,3759.55417925957
2024/06/12,3692.11173177427,3731.00197534896,3682.26610048954
2024/06/13,3720.17182311189,3721.64866782134,3627.62288798617
2024/06/14,3643.86816933496,3740.84763831077,3638.9453536509
2024/06/17,3701.95719422947,3715.24879585769,3635.49918608838
2024/06/18,3663.5592577095,3677.34314096883,3613.34654012198
2024/06/19,3662.57484850443,3692.11174244398,3639.43761491845
2024/06/20,3618.26942516762,3661.59020195875,3594.14762899984
2024/06/21,3647.8063764081,3670.94360983471,3627.6228323551
2024/06/24,3637.96071135215,3662.08250767912,3618.76173060212
2024/06/25,3613.34671811522,3665.52856445312,3586.76351337704
2024/06/26,3667.49771089443,3696.0500420665,3633.03800085918
2024/06/27,3640.91428900974,3680.29681241709,3571.99487304687
2024/06/28,3606.45464982571,3636.97610604864,3575.93319360278
2024/07/01,3642.8835650027,3690.14259503517,3617.28492373511
2024/07/02,3642.88350482555,3728.54049534442,3578.88690271375
2024/07/03,3707.86460166886,3708.84916476011,3644.8525638285
2024/07/04,3708.84919000594,3803.36724740986,3698.01899592841
2024/07/05,3806.32101307192,3828.96596477928,3761.0311096572
2024/07/08,3761.03101345257,3774.81489674794,3720.66392665897
2024/07/09,3740.35527285389,3760.04653514846,3700.97274826475
2024/07/10,3693.09634814819,3717.71042671489,3633.03799644543
2024/07/11,3729.52507859188,3738.38614662444,3692.11168023219
2024/07/12,3637.96068535476,3676.35864658043,3613.346607646
2024/07/16,3672.42048905732,3756.10835542994,3671.43592592353
2024/07/17,3741.33977549146,3761.03103746773,3717.71026111993
2024/07/18,3640.9143427046,3691.12706078949,3613.3465759129
2024/07/19,3632.05342211453,3659.62119002432,3604.48565420474
2024/07/22,3651.74459332055,3655.68284578032,3573.96410724012
2024/07/23,3593.65541404416,3609.40842407833,3555.25745208588
2024/07/24,3535.56615027515,3568.05673310976,3501.10644120814
2024/07/25,3444.98638102685,3444.98638102685,3371.14414650927
2024/07/26,3398.71174950205,3429.23320495818,3354.4064109367
2024/07/29,3396.74275136184,3483.38430559947,3382.95886773312
2024/07/30,3406.58838659021,3450.89372687824,3399.69644476763
2024/07/31,3402.65014164305,3491.26082241501,3379.02062677053
2024/08/01,3426.27964164552,3442.03265149216,3299.27099975693
2024/08/02,3001.93284510562,3081.68245496247,2963.53488480417
2024/08/05,2678.01167705767,2702.13347341352,2363.93604287333
2024/08/06,2668.65839793832,2756.77679919842,2577.58630725052
2024/08/07,2614.99962681723,2924.15244414427,2587.9241412233
2024/08/08,2745.94663599005,2804.03586206514,2718.37886768323
2024/08/09,2822.74232301003,2866.06309811029,2764.65310185286
2024/08/13,2893.63093346763,2899.04603048501,2845.8796234053
2024/08/14,2946.30502202546,3010.79390387765,2935.47482812662
2024/08/15,2961.56574253546,3002.91739186608,2926.12147168065
2024/08/16,3122.04974417007,3136.81819139888,3042.30012913451
2024/08/19,3081.68258549315,3125.00336305279,3050.17656544977
2024/08/20,3091.52805423643,3096.45086960942,3000.94825137345
2024/08/21,2957.62760535233,2990.11818823403,2941.8745954703
2024/08/22,2953.68921823517,2993.07174114497,2948.27412133507
2024/08/23,2989.13356877794,3000.94832596679,2950.24332636466
2024/08/26,2949.7511107479,2972.39606253268,2924.15246959989
2024/08/27,2951.72022257124,2986.17993164062,2915.78366882746
2024/08/28,2954.67378482275,2975.349609375,2948.76640637926
2024/08/29,2988.14903784316,3013.74767869453,2966.48864943046
2024/08/30,3018.6704312635,3091.5280998589,3004.88654801573
2024/09/02,3091.52824855231,3105.31213246305,3042.30009172823
2024/09/03,3086.60544616047,3088.57457244191,3028.51622085793
2024/09/04,2885.75451496388,2923.16791365669,2848.83339783281
2024/09/05,2783.35997386259,2893.1387630687,2764.65327435661
2024/09/06,2825.69615488481,2846.37198040836,2787.29819319822
2024/09/09,2729.20903376909,2803.05126953125,2713.45602347317
2024/09/10,2809.45072864659,2841.44902851728,2778.43699184884
2024/09/11,2742.99284737674,2914.306829948,2713.94823538908
2024/09/12,2867.04780383448,2906.43032861243,2830.12668685516
2024/09/13,2846.37197625313,2863.10954927157,2810.92770397879
2024/09/17,2815.85056085307,2840.46463918221,2717.88652910311
2024/09/18,2828.1575409324,2830.12666715759,2751.8538997062
2024/09/19,2865.57102036187,2909.87636168339,2849.32572854397
2024/09/20,2978.30345831476,3042.30006155128,2948.27428294994
2024/09/24,3022.60880210854,3071.83695849467,3010.79404457587
2024/09/25,3051.16107277792,3134.8489369877,3046.23825723616
2024/09/26,3157.49397962334,3189,3127.95708552022
2024/09/27,3252,3285,3201
2024/09/30,3129,3212,3106
2024/10/01,3178,3312,3153
2024/10/02,3244,3382,3237
2024/10/03,3420,3423,3317
2024/10/04,3350,3387,3320
2024/10/07,3455,3456,3401
2024/10/08,3373,3383,3287
2024/10/09,3334,3342,3203
2024/10/10,3297,3298,3243

